anno	words	cluster
2008	datum	0
2008	system	0
2008	set	0
2008	method	0
2008	event	0
2008	information	0
2008	value	0
2008	analysis	0
2008	state	0
2008	computer	0
2008	behavior	0
2008	robot	0
2008	model	0
2008	data	0
2008	laboratory	0
2008	object	0
2008	processing	0
2008	input	0
2008	symptom	0
2008	parameter	0
2008	system	1
2008	method	1
2008	network	1
2008	information	1
2008	datum	1
2008	device	1
2008	first	1
2008	node	1
2008	signal	1
2008	quantum	1
2008	value	1
2008	input	1
2008	which	1
2008	that	1
2008	state	1
2008	set	1
2008	second	1
2008	processing	1
2008	neural	1
2008	plurality	1
2008	system	2
2008	method	2
2008	datum	2
2008	network	2
2008	state	2
2008	information	2
2008	first	2
2008	quantum	2
2008	device	2
2008	set	2
2008	that	2
2008	node	2
2008	signal	2
2008	second	2
2008	which	2
2008	input	2
2008	value	2
2008	processing	2
2008	neural	2
2008	model	2
2008	system	3
2008	datum	3
2008	method	3
2008	first	3
2008	network	3
2008	inference	3
2008	information	3
2008	user	3
2008	that	3
2008	state	3
2008	engine	3
2008	second	3
2008	input	3
2008	model	3
2008	device	3
2008	set	3
2008	plurality	3
2008	processing	3
2008	which	3
2008	value	3
2008	system	4
2008	method	4
2008	datum	4
2008	first	4
2008	user	4
2008	network	4
2008	information	4
2008	that	4
2008	inference	4
2008	second	4
2008	state	4
2008	engine	4
2008	value	4
2008	which	4
2008	plurality	4
2008	input	4
2008	computer	4
2008	device	4
2008	model	4
2008	processing	4
2008	system	5
2008	method	5
2008	datum	5
2008	first	5
2008	user	5
2008	that	5
2008	network	5
2008	information	5
2008	second	5
2008	model	5
2008	input	5
2008	plurality	5
2008	set	5
2008	rule	5
2008	value	5
2008	state	5
2008	computer	5
2008	inference	5
2008	engine	5
2008	event	5
2008	system	6
2008	method	6
2008	datum	6
2008	first	6
2008	user	6
2008	rule	6
2008	that	6
2008	network	6
2008	information	6
2008	set	6
2008	second	6
2008	plurality	6
2008	engine	6
2008	model	6
2008	value	6
2008	input	6
2008	state	6
2008	computer	6
2008	event	6
2008	inference	6
2008	system	7
2008	method	7
2008	datum	7
2008	first	7
2008	rule	7
2008	user	7
2008	that	7
2008	set	7
2008	network	7
2008	information	7
2008	second	7
2008	plurality	7
2008	value	7
2008	model	7
2008	input	7
2008	state	7
2008	engine	7
2008	event	7
2008	computer	7
2008	which	7
2008	system	8
2008	method	8
2008	datum	8
2008	first	8
2008	rule	8
2008	user	8
2008	that	8
2008	set	8
2008	network	8
2008	information	8
2008	second	8
2008	plurality	8
2008	value	8
2008	model	8
2008	input	8
2008	state	8
2008	engine	8
2008	computer	8
2008	event	8
2008	which	8
2008	system	9
2008	method	9
2008	datum	9
2008	first	9
2008	rule	9
2008	user	9
2008	that	9
2008	set	9
2008	information	9
2008	network	9
2008	model	9
2008	second	9
2008	plurality	9
2008	value	9
2008	input	9
2008	computer	9
2008	event	9
2008	state	9
2008	engine	9
2008	which	9
2009	method	0
2009	datum	0
2009	system	0
2009	user	0
2009	document	0
2009	computer	0
2009	semantic	0
2009	first	0
2009	active	0
2009	more	0
2009	image	0
2009	that	0
2009	display	0
2009	knowledge	0
2009	model	0
2009	content	0
2009	element	0
2009	input	0
2009	processor	0
2009	touch	0
2009	system	1
2009	method	1
2009	datum	1
2009	rule	1
2009	that	1
2009	information	1
2009	user	1
2009	computer	1
2009	model	1
2009	pattern	1
2009	more	1
2009	engine	1
2009	first	1
2009	element	1
2009	object	1
2009	semantic	1
2009	module	1
2009	set	1
2009	document	1
2009	unit	1
2009	method	2
2009	datum	2
2009	system	2
2009	rule	2
2009	that	2
2009	first	2
2009	model	2
2009	user	2
2009	set	2
2009	information	2
2009	plurality	2
2009	value	2
2009	more	2
2009	pattern	2
2009	training	2
2009	computer	2
2009	data	2
2009	second	2
2009	object	2
2009	variable	2
2009	method	3
2009	system	3
2009	datum	3
2009	rule	3
2009	user	3
2009	that	3
2009	first	3
2009	model	3
2009	information	3
2009	set	3
2009	plurality	3
2009	value	3
2009	more	3
2009	pattern	3
2009	data	3
2009	second	3
2009	computer	3
2009	training	3
2009	object	3
2009	device	3
2009	method	4
2009	system	4
2009	datum	4
2009	rule	4
2009	user	4
2009	that	4
2009	first	4
2009	model	4
2009	information	4
2009	set	4
2009	value	4
2009	plurality	4
2009	more	4
2009	second	4
2009	pattern	4
2009	data	4
2009	computer	4
2009	training	4
2009	object	4
2009	device	4
2009	method	5
2009	system	5
2009	datum	5
2009	first	5
2009	that	5
2009	rule	5
2009	user	5
2009	second	5
2009	model	5
2009	plurality	5
2009	information	5
2009	set	5
2009	value	5
2009	more	5
2009	device	5
2009	pattern	5
2009	quantum	5
2009	state	5
2009	computer	5
2009	data	5
2009	method	6
2009	system	6
2009	datum	6
2009	first	6
2009	that	6
2009	rule	6
2009	user	6
2009	second	6
2009	model	6
2009	plurality	6
2009	information	6
2009	set	6
2009	value	6
2009	more	6
2009	device	6
2009	computer	6
2009	pattern	6
2009	quantum	6
2009	state	6
2009	data	6
2009	system	7
2009	method	7
2009	datum	7
2009	first	7
2009	user	7
2009	that	7
2009	model	7
2009	rule	7
2009	second	7
2009	information	7
2009	plurality	7
2009	set	7
2009	more	7
2009	device	7
2009	computer	7
2009	value	7
2009	data	7
2009	pattern	7
2009	network	7
2009	input	7
2009	system	8
2009	method	8
2009	datum	8
2009	first	8
2009	that	8
2009	user	8
2009	model	8
2009	rule	8
2009	plurality	8
2009	information	8
2009	second	8
2009	set	8
2009	value	8
2009	network	8
2009	more	8
2009	computer	8
2009	device	8
2009	state	8
2009	data	8
2009	input	8
2009	system	9
2009	method	9
2009	datum	9
2009	user	9
2009	model	9
2009	that	9
2009	first	9
2009	rule	9
2009	information	9
2009	plurality	9
2009	set	9
2009	value	9
2009	second	9
2009	more	9
2009	network	9
2009	device	9
2009	computer	9
2009	state	9
2009	data	9
2009	which	9
2010	method	0
2010	system	0
2010	user	0
2010	datum	0
2010	information	0
2010	model	0
2010	value	0
2010	that	0
2010	first	0
2010	set	0
2010	rule	0
2010	plurality	0
2010	knowledge	0
2010	computer	0
2010	apparatus	0
2010	search	0
2010	which	0
2010	second	0
2010	more	0
2010	time	0
2010	method	1
2010	system	1
2010	datum	1
2010	user	1
2010	information	1
2010	first	1
2010	value	1
2010	that	1
2010	model	1
2010	signal	1
2010	set	1
2010	plurality	1
2010	second	1
2010	quantum	1
2010	network	1
2010	apparatus	1
2010	device	1
2010	state	1
2010	node	1
2010	input	1
2010	method	2
2010	system	2
2010	datum	2
2010	user	2
2010	information	2
2010	first	2
2010	that	2
2010	value	2
2010	model	2
2010	plurality	2
2010	signal	2
2010	set	2
2010	second	2
2010	rule	2
2010	network	2
2010	state	2
2010	pattern	2
2010	device	2
2010	apparatus	2
2010	which	2
2010	method	3
2010	system	3
2010	datum	3
2010	first	3
2010	that	3
2010	model	3
2010	user	3
2010	information	3
2010	value	3
2010	plurality	3
2010	set	3
2010	second	3
2010	network	3
2010	more	3
2010	rule	3
2010	which	3
2010	variable	3
2010	apparatus	3
2010	data	3
2010	signal	3
2010	method	4
2010	system	4
2010	datum	4
2010	user	4
2010	model	4
2010	that	4
2010	first	4
2010	information	4
2010	set	4
2010	plurality	4
2010	value	4
2010	more	4
2010	network	4
2010	second	4
2010	computer	4
2010	which	4
2010	rule	4
2010	input	4
2010	feature	4
2010	apparatus	4
2010	method	5
2010	system	5
2010	datum	5
2010	user	5
2010	model	5
2010	that	5
2010	first	5
2010	information	5
2010	plurality	5
2010	set	5
2010	value	5
2010	more	5
2010	network	5
2010	second	5
2010	which	5
2010	state	5
2010	computer	5
2010	input	5
2010	rule	5
2010	device	5
2010	system	6
2010	method	6
2010	datum	6
2010	user	6
2010	model	6
2010	that	6
2010	first	6
2010	information	6
2010	plurality	6
2010	value	6
2010	set	6
2010	network	6
2010	more	6
2010	computer	6
2010	second	6
2010	state	6
2010	which	6
2010	rule	6
2010	device	6
2010	input	6
2010	system	7
2010	method	7
2010	datum	7
2010	user	7
2010	rule	7
2010	that	7
2010	model	7
2010	first	7
2010	information	7
2010	set	7
2010	plurality	7
2010	value	7
2010	network	7
2010	more	7
2010	computer	7
2010	state	7
2010	second	7
2010	which	7
2010	node	7
2010	device	7
2010	system	8
2010	method	8
2010	datum	8
2010	user	8
2010	that	8
2010	information	8
2010	rule	8
2010	model	8
2010	set	8
2010	first	8
2010	plurality	8
2010	value	8
2010	network	8
2010	more	8
2010	computer	8
2010	which	8
2010	device	8
2010	second	8
2010	state	8
2010	data	8
2010	system	9
2010	method	9
2010	datum	9
2010	user	9
2010	that	9
2010	information	9
2010	rule	9
2010	model	9
2010	first	9
2010	set	9
2010	value	9
2010	plurality	9
2010	network	9
2010	more	9
2010	computer	9
2010	which	9
2010	device	9
2010	second	9
2010	state	9
2010	data	9
2011	system	0
2011	datum	0
2011	method	0
2011	user	0
2011	model	0
2011	that	0
2011	network	0
2011	information	0
2011	node	0
2011	detection	0
2011	plurality	0
2011	query	0
2011	image	0
2011	knowledge	0
2011	set	0
2011	search	0
2011	input	0
2011	analysis	0
2011	time	0
2011	computer	0
2011	system	1
2011	method	1
2011	datum	1
2011	quantum	1
2011	user	1
2011	that	1
2011	network	1
2011	model	1
2011	device	1
2011	signal	1
2011	information	1
2011	node	1
2011	state	1
2011	first	1
2011	input	1
2011	plurality	1
2011	second	1
2011	set	1
2011	detection	1
2011	which	1
2011	system	2
2011	method	2
2011	user	2
2011	datum	2
2011	information	2
2011	that	2
2011	content	2
2011	model	2
2011	network	2
2011	rule	2
2011	quantum	2
2011	first	2
2011	item	2
2011	device	2
2011	input	2
2011	set	2
2011	more	2
2011	which	2
2011	signal	2
2011	node	2
2011	system	3
2011	method	3
2011	datum	3
2011	user	3
2011	model	3
2011	network	3
2011	that	3
2011	information	3
2011	rule	3
2011	content	3
2011	first	3
2011	plurality	3
2011	device	3
2011	more	3
2011	state	3
2011	quantum	3
2011	which	3
2011	time	3
2011	input	3
2011	set	3
2011	system	4
2011	method	4
2011	user	4
2011	datum	4
2011	model	4
2011	that	4
2011	network	4
2011	information	4
2011	rule	4
2011	device	4
2011	content	4
2011	more	4
2011	first	4
2011	plurality	4
2011	which	4
2011	computer	4
2011	item	4
2011	input	4
2011	time	4
2011	embodiment	4
2011	system	5
2011	method	5
2011	datum	5
2011	user	5
2011	model	5
2011	that	5
2011	information	5
2011	network	5
2011	first	5
2011	plurality	5
2011	rule	5
2011	set	5
2011	more	5
2011	device	5
2011	input	5
2011	training	5
2011	content	5
2011	second	5
2011	which	5
2011	computer	5
2011	system	6
2011	method	6
2011	datum	6
2011	user	6
2011	model	6
2011	that	6
2011	network	6
2011	information	6
2011	first	6
2011	plurality	6
2011	rule	6
2011	set	6
2011	event	6
2011	input	6
2011	more	6
2011	content	6
2011	computer	6
2011	device	6
2011	which	6
2011	second	6
2011	system	7
2011	method	7
2011	datum	7
2011	user	7
2011	model	7
2011	that	7
2011	information	7
2011	network	7
2011	set	7
2011	first	7
2011	plurality	7
2011	rule	7
2011	input	7
2011	value	7
2011	more	7
2011	event	7
2011	device	7
2011	computer	7
2011	which	7
2011	content	7
2011	system	8
2011	method	8
2011	datum	8
2011	user	8
2011	model	8
2011	that	8
2011	information	8
2011	value	8
2011	network	8
2011	plurality	8
2011	first	8
2011	set	8
2011	rule	8
2011	input	8
2011	device	8
2011	more	8
2011	event	8
2011	which	8
2011	computer	8
2011	time	8
2011	system	9
2011	method	9
2011	datum	9
2011	user	9
2011	model	9
2011	that	9
2011	information	9
2011	network	9
2011	plurality	9
2011	value	9
2011	first	9
2011	set	9
2011	device	9
2011	input	9
2011	rule	9
2011	more	9
2011	event	9
2011	time	9
2011	computer	9
2011	which	9
2012	unit	0
2012	datum	0
2012	input	0
2012	value	0
2012	element	0
2012	method	0
2012	state	0
2012	network	0
2012	neural	0
2012	system	0
2012	model	0
2012	first	0
2012	output	0
2012	apparatus	0
2012	module	0
2012	information	0
2012	layer	0
2012	activity	0
2012	which	0
2012	action	0
2012	system	1
2012	method	1
2012	datum	1
2012	device	1
2012	user	1
2012	information	1
2012	unit	1
2012	network	1
2012	first	1
2012	that	1
2012	more	1
2012	plurality	1
2012	input	1
2012	computer	1
2012	value	1
2012	state	1
2012	second	1
2012	processing	1
2012	apparatus	1
2012	element	1
2012	system	2
2012	method	2
2012	datum	2
2012	user	2
2012	information	2
2012	device	2
2012	that	2
2012	network	2
2012	plurality	2
2012	more	2
2012	computer	2
2012	unit	2
2012	first	2
2012	model	2
2012	input	2
2012	which	2
2012	state	2
2012	machine	2
2012	apparatus	2
2012	processing	2
2012	system	3
2012	method	3
2012	datum	3
2012	rule	3
2012	user	3
2012	information	3
2012	that	3
2012	device	3
2012	network	3
2012	more	3
2012	plurality	3
2012	computer	3
2012	model	3
2012	document	3
2012	unit	3
2012	first	3
2012	which	3
2012	state	3
2012	content	3
2012	set	3
2012	system	4
2012	method	4
2012	datum	4
2012	user	4
2012	rule	4
2012	information	4
2012	that	4
2012	device	4
2012	more	4
2012	network	4
2012	plurality	4
2012	model	4
2012	first	4
2012	computer	4
2012	time	4
2012	state	4
2012	event	4
2012	which	4
2012	value	4
2012	unit	4
2012	system	5
2012	method	5
2012	datum	5
2012	user	5
2012	network	5
2012	rule	5
2012	that	5
2012	device	5
2012	information	5
2012	neuron	5
2012	plurality	5
2012	more	5
2012	first	5
2012	time	5
2012	event	5
2012	input	5
2012	neural	5
2012	model	5
2012	state	5
2012	apparatus	5
2012	system	6
2012	method	6
2012	datum	6
2012	user	6
2012	rule	6
2012	that	6
2012	information	6
2012	network	6
2012	device	6
2012	plurality	6
2012	more	6
2012	first	6
2012	neuron	6
2012	input	6
2012	time	6
2012	event	6
2012	model	6
2012	value	6
2012	set	6
2012	state	6
2012	system	7
2012	method	7
2012	datum	7
2012	user	7
2012	rule	7
2012	that	7
2012	information	7
2012	device	7
2012	network	7
2012	plurality	7
2012	first	7
2012	more	7
2012	model	7
2012	input	7
2012	time	7
2012	neuron	7
2012	state	7
2012	set	7
2012	event	7
2012	value	7
2012	system	8
2012	method	8
2012	datum	8
2012	user	8
2012	rule	8
2012	that	8
2012	model	8
2012	information	8
2012	plurality	8
2012	first	8
2012	device	8
2012	network	8
2012	more	8
2012	input	8
2012	set	8
2012	value	8
2012	time	8
2012	state	8
2012	computer	8
2012	event	8
2012	system	9
2012	method	9
2012	datum	9
2012	user	9
2012	model	9
2012	information	9
2012	that	9
2012	rule	9
2012	plurality	9
2012	first	9
2012	device	9
2012	more	9
2012	network	9
2012	value	9
2012	set	9
2012	input	9
2012	time	9
2012	state	9
2012	second	9
2012	event	9
2013	placement	0
2013	component	0
2013	plurality	0
2013	more	0
2013	vector	0
2013	computing	0
2013	request	0
2013	feature	0
2013	default	0
2013	device	0
2013	decision	0
2013	which	0
2013	application	0
2013	respective	0
2013	cluster	0
2013	method	0
2013	present	0
2013	document	0
2013	cloud	0
2013	different	0
2013	quantum	1
2013	method	1
2013	network	1
2013	system	1
2013	device	1
2013	state	1
2013	qubit	1
2013	first	1
2013	input	1
2013	circuit	1
2013	signal	1
2013	second	1
2013	that	1
2013	neuron	1
2013	node	1
2013	neural	1
2013	memory	1
2013	unit	1
2013	time	1
2013	output	1
2013	system	2
2013	method	2
2013	first	2
2013	datum	2
2013	network	2
2013	set	2
2013	user	2
2013	device	2
2013	plurality	2
2013	value	2
2013	that	2
2013	information	2
2013	model	2
2013	input	2
2013	state	2
2013	more	2
2013	second	2
2013	quantum	2
2013	feature	2
2013	rule	2
2013	system	3
2013	method	3
2013	user	3
2013	datum	3
2013	network	3
2013	set	3
2013	information	3
2013	first	3
2013	that	3
2013	plurality	3
2013	device	3
2013	content	3
2013	feature	3
2013	value	3
2013	model	3
2013	input	3
2013	more	3
2013	rule	3
2013	second	3
2013	document	3
2013	method	4
2013	system	4
2013	datum	4
2013	user	4
2013	set	4
2013	plurality	4
2013	first	4
2013	model	4
2013	that	4
2013	network	4
2013	information	4
2013	value	4
2013	device	4
2013	feature	4
2013	input	4
2013	content	4
2013	more	4
2013	second	4
2013	rule	4
2013	document	4
2013	system	5
2013	method	5
2013	datum	5
2013	user	5
2013	model	5
2013	set	5
2013	first	5
2013	plurality	5
2013	information	5
2013	device	5
2013	that	5
2013	value	5
2013	network	5
2013	input	5
2013	feature	5
2013	more	5
2013	second	5
2013	rule	5
2013	content	5
2013	computer	5
2013	system	6
2013	method	6
2013	datum	6
2013	user	6
2013	model	6
2013	first	6
2013	plurality	6
2013	set	6
2013	information	6
2013	device	6
2013	network	6
2013	that	6
2013	value	6
2013	input	6
2013	more	6
2013	feature	6
2013	second	6
2013	rule	6
2013	content	6
2013	computer	6
2013	system	7
2013	method	7
2013	datum	7
2013	user	7
2013	model	7
2013	first	7
2013	device	7
2013	plurality	7
2013	information	7
2013	that	7
2013	network	7
2013	set	7
2013	value	7
2013	more	7
2013	rule	7
2013	second	7
2013	input	7
2013	feature	7
2013	computer	7
2013	content	7
2013	system	8
2013	method	8
2013	datum	8
2013	user	8
2013	model	8
2013	first	8
2013	device	8
2013	plurality	8
2013	information	8
2013	set	8
2013	that	8
2013	network	8
2013	value	8
2013	more	8
2013	rule	8
2013	second	8
2013	input	8
2013	feature	8
2013	computer	8
2013	content	8
2013	system	9
2013	method	9
2013	datum	9
2013	user	9
2013	model	9
2013	device	9
2013	first	9
2013	plurality	9
2013	information	9
2013	that	9
2013	set	9
2013	network	9
2013	value	9
2013	more	9
2013	input	9
2013	second	9
2013	rule	9
2013	computer	9
2013	feature	9
2013	content	9
2014	datum	0
2014	method	0
2014	system	0
2014	model	0
2014	user	0
2014	input	0
2014	training	0
2014	first	0
2014	plurality	0
2014	set	0
2014	candidate	0
2014	second	0
2014	feature	0
2014	network	0
2014	that	0
2014	question	0
2014	text	0
2014	neural	0
2014	classification	0
2014	answer	0
2014	datum	1
2014	system	1
2014	method	1
2014	user	1
2014	that	1
2014	device	1
2014	network	1
2014	model	1
2014	plurality	1
2014	first	1
2014	information	1
2014	input	1
2014	set	1
2014	computer	1
2014	feature	1
2014	second	1
2014	training	1
2014	more	1
2014	machine	1
2014	data	1
2014	system	2
2014	user	2
2014	datum	2
2014	method	2
2014	device	2
2014	that	2
2014	network	2
2014	model	2
2014	plurality	2
2014	input	2
2014	first	2
2014	computer	2
2014	information	2
2014	training	2
2014	set	2
2014	more	2
2014	second	2
2014	feature	2
2014	machine	2
2014	data	2
2014	system	3
2014	user	3
2014	method	3
2014	datum	3
2014	that	3
2014	device	3
2014	model	3
2014	plurality	3
2014	first	3
2014	set	3
2014	network	3
2014	feature	3
2014	computer	3
2014	more	3
2014	input	3
2014	information	3
2014	second	3
2014	training	3
2014	machine	3
2014	rule	3
2014	system	4
2014	method	4
2014	user	4
2014	datum	4
2014	that	4
2014	device	4
2014	model	4
2014	first	4
2014	plurality	4
2014	set	4
2014	network	4
2014	more	4
2014	information	4
2014	input	4
2014	feature	4
2014	computer	4
2014	second	4
2014	training	4
2014	value	4
2014	rule	4
2014	system	5
2014	method	5
2014	datum	5
2014	user	5
2014	that	5
2014	device	5
2014	network	5
2014	model	5
2014	information	5
2014	plurality	5
2014	first	5
2014	set	5
2014	more	5
2014	rule	5
2014	input	5
2014	feature	5
2014	computer	5
2014	node	5
2014	event	5
2014	data	5
2014	system	6
2014	method	6
2014	datum	6
2014	user	6
2014	device	6
2014	that	6
2014	network	6
2014	first	6
2014	model	6
2014	plurality	6
2014	information	6
2014	set	6
2014	more	6
2014	input	6
2014	second	6
2014	node	6
2014	rule	6
2014	value	6
2014	computer	6
2014	feature	6
2014	system	7
2014	method	7
2014	datum	7
2014	user	7
2014	device	7
2014	that	7
2014	model	7
2014	network	7
2014	first	7
2014	set	7
2014	information	7
2014	plurality	7
2014	more	7
2014	input	7
2014	second	7
2014	value	7
2014	feature	7
2014	machine	7
2014	computer	7
2014	node	7
2014	system	8
2014	method	8
2014	datum	8
2014	user	8
2014	device	8
2014	first	8
2014	model	8
2014	that	8
2014	network	8
2014	set	8
2014	plurality	8
2014	information	8
2014	more	8
2014	second	8
2014	input	8
2014	value	8
2014	feature	8
2014	computer	8
2014	data	8
2014	machine	8
2014	system	9
2014	method	9
2014	datum	9
2014	user	9
2014	that	9
2014	device	9
2014	model	9
2014	first	9
2014	network	9
2014	set	9
2014	plurality	9
2014	information	9
2014	more	9
2014	input	9
2014	second	9
2014	value	9
2014	feature	9
2014	computer	9
2014	machine	9
2014	content	9
2015	circuit	0
2015	pulse	0
2015	voltage	0
2015	axon	0
2015	element	0
2015	neuron	0
2015	stdp	0
2015	neural	0
2015	line	0
2015	dendrite	0
2015	network	0
2015	device	0
2015	signal	0
2015	lif	0
2015	memristive	0
2015	memory	0
2015	neuromorphic	0
2015	that	0
2015	region	0
2015	input	0
2015	network	1
2015	datum	1
2015	input	1
2015	method	1
2015	neural	1
2015	image	1
2015	system	1
2015	plurality	1
2015	user	1
2015	set	1
2015	model	1
2015	training	1
2015	computer	1
2015	output	1
2015	feature	1
2015	first	1
2015	value	1
2015	more	1
2015	vector	1
2015	cognitive	1
2015	network	2
2015	method	2
2015	datum	2
2015	system	2
2015	input	2
2015	neural	2
2015	image	2
2015	plurality	2
2015	first	2
2015	set	2
2015	model	2
2015	user	2
2015	more	2
2015	that	2
2015	computer	2
2015	second	2
2015	feature	2
2015	output	2
2015	data	2
2015	layer	2
2015	system	3
2015	datum	3
2015	method	3
2015	network	3
2015	device	3
2015	user	3
2015	input	3
2015	plurality	3
2015	that	3
2015	more	3
2015	first	3
2015	model	3
2015	image	3
2015	information	3
2015	neural	3
2015	computer	3
2015	set	3
2015	data	3
2015	second	3
2015	time	3
2015	system	4
2015	method	4
2015	datum	4
2015	device	4
2015	network	4
2015	plurality	4
2015	first	4
2015	user	4
2015	that	4
2015	input	4
2015	second	4
2015	more	4
2015	model	4
2015	neural	4
2015	information	4
2015	image	4
2015	set	4
2015	computer	4
2015	value	4
2015	time	4
2015	system	5
2015	method	5
2015	datum	5
2015	device	5
2015	user	5
2015	network	5
2015	first	5
2015	plurality	5
2015	input	5
2015	that	5
2015	more	5
2015	second	5
2015	information	5
2015	model	5
2015	image	5
2015	neural	5
2015	computer	5
2015	set	5
2015	time	5
2015	data	5
2015	system	6
2015	method	6
2015	datum	6
2015	user	6
2015	device	6
2015	network	6
2015	first	6
2015	plurality	6
2015	that	6
2015	input	6
2015	model	6
2015	more	6
2015	second	6
2015	information	6
2015	computer	6
2015	neural	6
2015	time	6
2015	image	6
2015	set	6
2015	data	6
2015	system	7
2015	datum	7
2015	method	7
2015	user	7
2015	device	7
2015	first	7
2015	network	7
2015	plurality	7
2015	second	7
2015	that	7
2015	model	7
2015	more	7
2015	information	7
2015	input	7
2015	set	7
2015	computer	7
2015	time	7
2015	data	7
2015	value	7
2015	neural	7
2015	system	8
2015	datum	8
2015	method	8
2015	user	8
2015	device	8
2015	first	8
2015	network	8
2015	plurality	8
2015	model	8
2015	that	8
2015	second	8
2015	information	8
2015	more	8
2015	set	8
2015	input	8
2015	time	8
2015	computer	8
2015	value	8
2015	data	8
2015	neural	8
2015	system	9
2015	datum	9
2015	method	9
2015	user	9
2015	device	9
2015	first	9
2015	network	9
2015	plurality	9
2015	that	9
2015	model	9
2015	second	9
2015	more	9
2015	information	9
2015	set	9
2015	input	9
2015	time	9
2015	computer	9
2015	value	9
2015	data	9
2015	image	9
2016	vehicle	0
2016	datum	0
2016	system	0
2016	sensor	0
2016	method	0
2016	device	0
2016	robot	0
2016	machine	0
2016	control	0
2016	apparatus	0
2016	user	0
2016	that	0
2016	motor	0
2016	model	0
2016	state	0
2016	environment	0
2016	mobile	0
2016	autonomous	0
2016	learning	0
2016	controller	0
2016	datum	1
2016	system	1
2016	user	1
2016	method	1
2016	device	1
2016	vehicle	1
2016	machine	1
2016	network	1
2016	that	1
2016	sensor	1
2016	model	1
2016	image	1
2016	input	1
2016	robot	1
2016	more	1
2016	learning	1
2016	mobile	1
2016	plurality	1
2016	control	1
2016	apparatus	1
2016	system	2
2016	datum	2
2016	method	2
2016	user	2
2016	device	2
2016	that	2
2016	network	2
2016	image	2
2016	machine	2
2016	input	2
2016	model	2
2016	information	2
2016	vehicle	2
2016	more	2
2016	set	2
2016	first	2
2016	computer	2
2016	plurality	2
2016	content	2
2016	processing	2
2016	system	3
2016	datum	3
2016	method	3
2016	user	3
2016	device	3
2016	plurality	3
2016	first	3
2016	network	3
2016	that	3
2016	information	3
2016	image	3
2016	model	3
2016	set	3
2016	input	3
2016	machine	3
2016	more	3
2016	computer	3
2016	second	3
2016	time	3
2016	vehicle	3
2016	system	4
2016	method	4
2016	datum	4
2016	user	4
2016	device	4
2016	information	4
2016	first	4
2016	that	4
2016	plurality	4
2016	model	4
2016	network	4
2016	set	4
2016	more	4
2016	second	4
2016	image	4
2016	machine	4
2016	value	4
2016	input	4
2016	computer	4
2016	time	4
2016	system	5
2016	method	5
2016	datum	5
2016	user	5
2016	device	5
2016	image	5
2016	network	5
2016	first	5
2016	that	5
2016	information	5
2016	plurality	5
2016	model	5
2016	input	5
2016	more	5
2016	set	5
2016	second	5
2016	feature	5
2016	value	5
2016	machine	5
2016	computer	5
2016	system	6
2016	method	6
2016	datum	6
2016	user	6
2016	device	6
2016	image	6
2016	network	6
2016	first	6
2016	that	6
2016	information	6
2016	plurality	6
2016	model	6
2016	input	6
2016	more	6
2016	set	6
2016	second	6
2016	feature	6
2016	value	6
2016	machine	6
2016	computer	6
2016	system	7
2016	method	7
2016	datum	7
2016	user	7
2016	device	7
2016	first	7
2016	network	7
2016	that	7
2016	image	7
2016	plurality	7
2016	information	7
2016	more	7
2016	input	7
2016	model	7
2016	second	7
2016	set	7
2016	value	7
2016	neural	7
2016	machine	7
2016	feature	7
2016	system	8
2016	method	8
2016	datum	8
2016	user	8
2016	device	8
2016	first	8
2016	network	8
2016	that	8
2016	image	8
2016	plurality	8
2016	information	8
2016	more	8
2016	second	8
2016	model	8
2016	input	8
2016	set	8
2016	value	8
2016	feature	8
2016	neural	8
2016	machine	8
2016	system	9
2016	method	9
2016	datum	9
2016	user	9
2016	device	9
2016	first	9
2016	network	9
2016	that	9
2016	image	9
2016	plurality	9
2016	information	9
2016	more	9
2016	second	9
2016	model	9
2016	input	9
2016	set	9
2016	value	9
2016	feature	9
2016	neural	9
2016	time	9
